customer_id,segment,gender,past_3_years_bike_related_purchases,wealth_segment,owns_car,tenure,state,age_group,property_valuation,age,ltv
1878,Mid-Value,Male,6,Affluent Customer,No,10.0,QLD,"(59.0, 69.0]",1,66.0,2755.93
1879,Mid-Value,Male,4,High Net Worth,No,5.0,NSW,"(49.0, 59.0]",8,53.0,1914.3899999999999
1880,Mid-Value,Male,50,High Net Worth,No,17.0,NSW,"(39.0, 49.0]",12,48.0,4685.530000000001
1881,Mid-Value,Male,61,Affluent Customer,Yes,12.0,NSW,"(59.0, 69.0]",8,63.0,5018.9800000000005
1882,Mid-Value,Male,86,Affluent Customer,No,10.0,NSW,"(49.0, 59.0]",9,56.0,4054.85
1883,Mid-Value,Female,6,Mass Customer,No,6.0,QLD,"(19.0, 29.0]",6,29.0,1910.8899999999999
1884,Mid-Value,Female,19,Mass Customer,Yes,17.0,NSW,"(49.0, 59.0]",12,51.0,3349.9900000000002
1885,High-Value,Male,18,High Net Worth,Yes,11.0,NSW,"(29.0, 39.0]",8,38.0,6979.280000000001
1886,Mid-Value,Female,35,Affluent Customer,No,18.0,NSW,"(39.0, 49.0]",9,42.0,2434.7600000000007
1887,High-Value,Female,22,Affluent Customer,Yes,8.0,VIC,"(49.0, 59.0]",9,55.0,9695.59
1888,Mid-Value,Female,67,Mass Customer,Yes,1.0,NSW,"(10.0, 19.0]",10,19.0,3288.04
1889,Mid-Value,Male,98,Affluent Customer,No,11.0,NSW,"(39.0, 49.0]",7,47.0,3710.54
1890,High-Value,Male,89,Mass Customer,No,7.0,QLD,"(39.0, 49.0]",7,48.0,6710.76
1891,Mid-Value,Male,6,Mass Customer,Yes,19.0,NSW,"(29.0, 39.0]",8,31.0,4045.2
1892,Mid-Value,Female,48,High Net Worth,Yes,2.0,NSW,"(19.0, 29.0]",10,25.0,804.8199999999998
1893,Mid-Value,Male,25,Mass Customer,No,5.0,QLD,"(49.0, 59.0]",4,52.0,3637.1699999999996
1894,Mid-Value,Male,86,High Net Worth,Yes,17.0,VIC,"(39.0, 49.0]",8,44.0,1907.6499999999996
1895,Mid-Value,Female,53,Mass Customer,No,15.0,VIC,"(39.0, 49.0]",11,45.0,541.1299999999999
1896,Low-Value,Male,13,High Net Worth,No,1.0,QLD,"(19.0, 29.0]",5,25.0,2411.66
1897,Mid-Value,Female,58,Mass Customer,Yes,1.0,QLD,"(19.0, 29.0]",3,23.0,2502.37
1898,Mid-Value,Female,67,Affluent Customer,Yes,12.0,QLD,"(39.0, 49.0]",9,41.0,4787.35
1899,Mid-Value,Male,29,Affluent Customer,Yes,4.0,VIC,"(19.0, 29.0]",1,23.0,2030.5399999999997
1900,Low-Value,Male,67,Affluent Customer,Yes,19.0,QLD,"(39.0, 49.0]",6,40.0,1017.24
1901,Mid-Value,Male,40,Affluent Customer,No,8.0,QLD,"(39.0, 49.0]",6,43.0,5809.11
1902,Mid-Value,Female,48,Mass Customer,Yes,4.0,VIC,"(49.0, 59.0]",9,56.0,2134.1000000000004
1903,Mid-Value,Male,8,High Net Worth,Yes,4.0,VIC,"(39.0, 49.0]",7,47.0,4098.86
1904,Low-Value,Female,60,High Net Worth,Yes,14.0,NSW,"(39.0, 49.0]",1,43.0,1604.73
1905,Mid-Value,Female,21,Affluent Customer,No,15.0,NSW,"(59.0, 69.0]",6,67.0,4833.7300000000005
1906,Mid-Value,Male,69,Mass Customer,No,22.0,NSW,"(29.0, 39.0]",4,32.0,2957.8500000000004
1907,Low-Value,Male,69,High Net Worth,No,18.0,NSW,"(39.0, 49.0]",8,46.0,1014.0699999999997
1908,Mid-Value,Female,2,High Net Worth,Yes,6.0,NSW,"(49.0, 59.0]",8,57.0,3725.5699999999997
1909,Mid-Value,Female,32,Affluent Customer,Yes,13.0,NSW,"(29.0, 39.0]",7,36.0,3456.8
1910,Mid-Value,Female,20,High Net Worth,Yes,14.0,NSW,"(59.0, 69.0]",2,61.0,907.4499999999999
1911,Low-Value,Male,22,Mass Customer,No,3.0,QLD,"(39.0, 49.0]",7,40.0,689.11
1912,Mid-Value,Male,36,High Net Worth,No,7.0,NSW,"(19.0, 29.0]",2,28.0,3286.01
1913,High-Value,Female,36,Mass Customer,Yes,17.0,NSW,"(39.0, 49.0]",6,47.0,3254.5299999999997
1914,Mid-Value,Male,72,Mass Customer,No,5.0,QLD,"(49.0, 59.0]",6,52.0,2248.1699999999996
1915,Mid-Value,Female,40,Mass Customer,Yes,12.0,VIC,"(59.0, 69.0]",8,67.0,2568.0499999999993
1916,Mid-Value,Male,71,High Net Worth,Yes,7.0,NSW,"(19.0, 29.0]",4,26.0,4545.800000000001
1917,Mid-Value,Female,7,Affluent Customer,Yes,8.0,NSW,"(39.0, 49.0]",4,47.0,5107.25
1918,Mid-Value,,83,Affluent Customer,No,,NSW,,8,,3092.7500000000005
1919,Mid-Value,Male,40,Mass Customer,Yes,19.0,QLD,"(59.0, 69.0]",8,60.0,1841.25
1920,Low-Value,Male,29,Mass Customer,No,13.0,NSW,"(29.0, 39.0]",1,33.0,90.09999999999997
1921,Mid-Value,Female,70,Mass Customer,No,17.0,NSW,"(29.0, 39.0]",9,38.0,64.50999999999999
1922,Low-Value,Female,7,High Net Worth,Yes,5.0,VIC,"(49.0, 59.0]",7,51.0,1580.86
1923,Mid-Value,Male,52,Mass Customer,No,9.0,VIC,"(49.0, 59.0]",9,50.0,3078.62
1924,Mid-Value,Female,94,Mass Customer,Yes,14.0,NSW,"(49.0, 59.0]",9,55.0,1761.68
1925,Mid-Value,Female,34,Mass Customer,Yes,7.0,QLD,"(29.0, 39.0]",7,39.0,2584.56
1926,Mid-Value,Male,72,High Net Worth,Yes,10.0,QLD,"(59.0, 69.0]",5,63.0,4911.09
1927,Mid-Value,Female,11,Affluent Customer,Yes,8.0,VIC,"(39.0, 49.0]",10,45.0,3658.13
1928,Mid-Value,Male,2,High Net Worth,Yes,13.0,NSW,"(39.0, 49.0]",9,43.0,879.4799999999999
1929,Mid-Value,Female,79,Affluent Customer,No,20.0,VIC,"(29.0, 39.0]",7,34.0,1912.36
1930,Mid-Value,Male,27,High Net Worth,No,3.0,VIC,"(19.0, 29.0]",1,24.0,2428.87
1931,Mid-Value,Male,85,Affluent Customer,No,6.0,QLD,"(39.0, 49.0]",5,47.0,384.0699999999999
1932,Mid-Value,Female,98,Affluent Customer,Yes,3.0,VIC,"(39.0, 49.0]",7,44.0,4328.469999999999
1933,High-Value,Male,72,Affluent Customer,No,18.0,NSW,"(39.0, 49.0]",11,40.0,4404.7699999999995
1934,Mid-Value,Male,70,Affluent Customer,Yes,14.0,NSW,"(49.0, 59.0]",10,58.0,2439.94
1935,Mid-Value,Male,72,Mass Customer,No,9.0,NSW,"(39.0, 49.0]",8,46.0,3568.73
1936,Mid-Value,Female,36,Mass Customer,Yes,12.0,VIC,"(49.0, 59.0]",1,56.0,3553.7400000000002
1937,Mid-Value,Male,69,Mass Customer,No,19.0,NSW,"(39.0, 49.0]",3,47.0,4712.24
1938,Low-Value,,47,Mass Customer,Yes,,QLD,,2,,3014.0
1939,Low-Value,Male,81,Mass Customer,Yes,8.0,QLD,"(19.0, 29.0]",3,28.0,201.54999999999998
1940,Mid-Value,Female,52,High Net Worth,Yes,8.0,QLD,"(39.0, 49.0]",6,44.0,3259.4100000000003
1941,Mid-Value,Male,83,Mass Customer,No,2.0,QLD,"(19.0, 29.0]",8,28.0,3130.19
1942,Mid-Value,Male,0,High Net Worth,No,19.0,NSW,"(29.0, 39.0]",9,34.0,4675.1900000000005
1943,Low-Value,Male,35,Affluent Customer,Yes,13.0,NSW,"(29.0, 39.0]",11,35.0,357.7899999999998
1944,Mid-Value,Male,73,High Net Worth,Yes,8.0,VIC,"(39.0, 49.0]",8,40.0,1345.7500000000002
1945,Low-Value,Male,88,High Net Worth,Yes,9.0,NSW,"(39.0, 49.0]",9,42.0,710.0699999999999
1946,High-Value,Male,37,Mass Customer,No,8.0,NSW,"(59.0, 69.0]",9,62.0,4063.82
1947,Mid-Value,Female,66,Affluent Customer,Yes,18.0,NSW,"(49.0, 59.0]",8,57.0,3974.81
1948,Low-Value,Female,30,Mass Customer,No,11.0,NSW,"(49.0, 59.0]",7,56.0,2425.3399999999997
1949,Mid-Value,Female,9,Mass Customer,No,7.0,NSW,"(59.0, 69.0]",7,66.0,3586.71
1950,High-Value,Male,27,Affluent Customer,Yes,19.0,NSW,"(49.0, 59.0]",6,57.0,3817.1400000000003
1951,Mid-Value,Male,93,Mass Customer,Yes,2.0,VIC,"(19.0, 29.0]",6,20.0,4514.84
1952,Mid-Value,Female,35,Mass Customer,Yes,9.0,QLD,"(39.0, 49.0]",8,47.0,2882.7999999999997
1953,Mid-Value,Female,23,High Net Worth,No,12.0,VIC,"(39.0, 49.0]",12,42.0,3899.7800000000007
1954,Mid-Value,Male,88,Affluent Customer,No,5.0,NSW,"(49.0, 59.0]",9,53.0,5105.49
1955,Low-Value,Male,18,Mass Customer,No,11.0,NSW,"(39.0, 49.0]",9,40.0,1215.9199999999998
1956,Mid-Value,Male,36,Affluent Customer,Yes,3.0,QLD,"(19.0, 29.0]",3,26.0,1267.19
1957,High-Value,Male,1,Affluent Customer,No,4.0,VIC,"(39.0, 49.0]",10,43.0,5079.910000000001
1958,Low-Value,Female,62,Mass Customer,No,22.0,NSW,"(29.0, 39.0]",11,35.0,1090.7099999999998
1959,Mid-Value,Male,3,Mass Customer,Yes,16.0,QLD,"(39.0, 49.0]",9,42.0,3479.2199999999993
1960,Mid-Value,Male,86,Mass Customer,Yes,10.0,QLD,"(39.0, 49.0]",8,42.0,2690.06
1961,Mid-Value,Female,10,Mass Customer,Yes,15.0,NSW,"(59.0, 69.0]",11,60.0,3361.67
1962,Low-Value,Male,13,Mass Customer,Yes,22.0,NSW,"(39.0, 49.0]",4,43.0,758.6899999999999
1963,Mid-Value,Male,81,Mass Customer,Yes,4.0,QLD,"(19.0, 29.0]",8,23.0,1828.47
1964,Mid-Value,Female,60,Affluent Customer,Yes,9.0,QLD,"(49.0, 59.0]",7,56.0,4239.32
1965,Mid-Value,Male,81,Mass Customer,Yes,3.0,NSW,"(39.0, 49.0]",9,47.0,2093.67
1966,Low-Value,Male,75,High Net Worth,No,3.0,NSW,"(19.0, 29.0]",10,27.0,1564.5600000000002
1967,Mid-Value,Female,88,Affluent Customer,Yes,17.0,NSW,"(29.0, 39.0]",9,35.0,5732.109999999999
1968,Mid-Value,Female,31,Mass Customer,No,1.0,QLD,"(19.0, 29.0]",3,26.0,1810.0299999999997
1969,Mid-Value,Male,54,Mass Customer,Yes,19.0,VIC,"(49.0, 59.0]",8,59.0,2623.56
1970,Mid-Value,Male,51,Mass Customer,No,7.0,VIC,"(29.0, 39.0]",10,38.0,3660.4800000000005
1971,Mid-Value,Female,49,Mass Customer,Yes,4.0,VIC,"(19.0, 29.0]",5,23.0,4812.99
1972,Mid-Value,Male,12,Mass Customer,Yes,2.0,NSW,"(29.0, 39.0]",8,31.0,2792.56
1973,Mid-Value,Female,52,High Net Worth,No,5.0,NSW,"(39.0, 49.0]",10,41.0,3371.69
1974,Mid-Value,Male,67,Mass Customer,Yes,15.0,NSW,"(59.0, 69.0]",9,62.0,1601.33
1975,Low-Value,Female,39,Affluent Customer,No,4.0,QLD,"(49.0, 59.0]",9,55.0,79.15999999999994
1976,Mid-Value,Female,84,Mass Customer,No,11.0,VIC,"(39.0, 49.0]",7,45.0,1731.63
1977,Low-Value,Female,28,Mass Customer,Yes,5.0,NSW,"(39.0, 49.0]",8,43.0,2080.25
1978,Mid-Value,Female,53,Mass Customer,No,16.0,VIC,"(59.0, 69.0]",9,66.0,231.7099999999999
1979,Mid-Value,Male,98,Mass Customer,Yes,11.0,QLD,"(59.0, 69.0]",2,60.0,4541.839999999999
1980,Mid-Value,Male,97,High Net Worth,Yes,7.0,NSW,"(19.0, 29.0]",8,28.0,4822.39
1981,Mid-Value,Male,62,Affluent Customer,No,12.0,NSW,"(29.0, 39.0]",10,35.0,2291.9700000000003
1982,Mid-Value,Female,80,High Net Worth,Yes,16.0,NSW,"(49.0, 59.0]",2,52.0,3939.169999999999
1983,Mid-Value,Female,6,Affluent Customer,Yes,18.0,QLD,"(49.0, 59.0]",4,58.0,3061.8
1984,Mid-Value,Male,70,Mass Customer,Yes,1.0,NSW,"(19.0, 29.0]",10,21.0,7256.079999999999
1985,Mid-Value,Female,1,Mass Customer,Yes,16.0,NSW,"(39.0, 49.0]",10,42.0,2665.3
1986,Mid-Value,Female,53,Mass Customer,No,16.0,NSW,"(29.0, 39.0]",8,39.0,2436.6899999999996
1987,Mid-Value,Male,56,Affluent Customer,No,8.0,NSW,"(59.0, 69.0]",12,64.0,1781.3600000000004
1988,Mid-Value,Male,27,Mass Customer,No,8.0,VIC,"(59.0, 69.0]",5,63.0,6006.399999999999
1989,Mid-Value,Female,46,High Net Worth,Yes,17.0,NSW,"(39.0, 49.0]",6,47.0,1659.6399999999999
1990,Mid-Value,,9,High Net Worth,No,,NSW,,8,,2904.13
1991,High-Value,Male,35,Mass Customer,Yes,8.0,NSW,"(19.0, 29.0]",10,27.0,8256.08
1992,Mid-Value,Female,28,Mass Customer,Yes,3.0,NSW,"(19.0, 29.0]",10,25.0,6658.890000000001
1993,Mid-Value,Male,82,High Net Worth,Yes,3.0,NSW,"(39.0, 49.0]",9,40.0,2849.22
1994,Mid-Value,Female,71,High Net Worth,No,11.0,VIC,"(29.0, 39.0]",6,34.0,3922.29
1995,Mid-Value,Female,6,Mass Customer,Yes,11.0,QLD,"(49.0, 59.0]",9,51.0,2094.5899999999997
1996,Mid-Value,Male,4,Mass Customer,No,4.0,QLD,"(29.0, 39.0]",8,35.0,2525.43
1997,Mid-Value,Male,57,Mass Customer,No,5.0,NSW,"(19.0, 29.0]",11,24.0,2854.97
1998,Low-Value,Male,13,High Net Worth,No,21.0,VIC,"(39.0, 49.0]",7,45.0,2715.83
1999,Mid-Value,Female,6,Mass Customer,Yes,7.0,QLD,"(49.0, 59.0]",10,58.0,2424.3399999999997
2000,Mid-Value,,68,High Net Worth,Yes,,NSW,,8,,999.0
2001,Mid-Value,Female,21,Mass Customer,Yes,3.0,NSW,"(39.0, 49.0]",4,43.0,5347.87
2002,Low-Value,Female,55,Mass Customer,No,12.0,NSW,"(39.0, 49.0]",6,49.0,1637.4600000000005
2003,Low-Value,Female,80,High Net Worth,Yes,8.0,QLD,"(49.0, 59.0]",7,58.0,214.37
2004,Mid-Value,Male,16,Affluent Customer,Yes,10.0,NSW,"(49.0, 59.0]",1,57.0,2909.67
2005,Mid-Value,Female,41,High Net Worth,No,17.0,VIC,"(39.0, 49.0]",10,42.0,4047.83
2006,Mid-Value,Female,33,High Net Worth,Yes,2.0,NSW,"(19.0, 29.0]",4,21.0,2255.6100000000006
2007,Mid-Value,Male,8,Mass Customer,Yes,15.0,NSW,"(49.0, 59.0]",8,50.0,4601.8099999999995
2008,Mid-Value,Male,77,Mass Customer,Yes,3.0,QLD,"(19.0, 29.0]",2,27.0,2365.36
2009,Mid-Value,Female,19,Affluent Customer,Yes,19.0,NSW,"(59.0, 69.0]",8,61.0,2357.3500000000004
2010,Mid-Value,Male,88,High Net Worth,Yes,7.0,NSW,"(39.0, 49.0]",11,47.0,2168.7999999999997
2011,Low-Value,Male,68,High Net Worth,Yes,12.0,NSW,"(39.0, 49.0]",12,43.0,560.4800000000001
2012,Mid-Value,Female,55,High Net Worth,No,4.0,NSW,"(39.0, 49.0]",8,48.0,2714.3
2013,High-Value,Female,99,Affluent Customer,Yes,19.0,NSW,"(19.0, 29.0]",8,25.0,6025.309999999999
2014,Mid-Value,Female,49,Mass Customer,Yes,8.0,NSW,"(29.0, 39.0]",10,30.0,4281.320000000001
2015,Mid-Value,Female,6,Affluent Customer,No,7.0,NSW,"(39.0, 49.0]",9,47.0,2970.6000000000004
2016,Mid-Value,Female,89,Affluent Customer,Yes,1.0,NSW,"(19.0, 29.0]",11,22.0,2390.89
2017,Mid-Value,Male,67,Affluent Customer,Yes,6.0,NSW,"(19.0, 29.0]",11,26.0,4721.619999999999
2018,Mid-Value,Male,80,Affluent Customer,No,12.0,NSW,"(49.0, 59.0]",11,58.0,2335.54
2019,Mid-Value,Female,48,High Net Worth,No,17.0,QLD,"(59.0, 69.0]",2,67.0,6325.839999999998
2020,Mid-Value,Female,50,Affluent Customer,Yes,14.0,VIC,"(39.0, 49.0]",8,49.0,4959.64
2021,Low-Value,,31,High Net Worth,Yes,,NSW,,10,,90.22
2022,Mid-Value,Male,79,Affluent Customer,No,7.0,NSW,"(29.0, 39.0]",7,38.0,3955.17
2023,High-Value,Male,15,High Net Worth,No,10.0,NSW,"(49.0, 59.0]",7,50.0,5132.78
2024,Mid-Value,Female,69,Mass Customer,Yes,2.0,QLD,"(19.0, 29.0]",3,20.0,3558.4100000000003
2025,Low-Value,Male,59,Mass Customer,Yes,3.0,QLD,"(29.0, 39.0]",9,38.0,2183.55
2026,Low-Value,Female,62,Mass Customer,Yes,7.0,NSW,"(29.0, 39.0]",7,33.0,3447.44
2027,Mid-Value,Male,89,High Net Worth,No,10.0,NSW,"(49.0, 59.0]",10,56.0,3237.25
2028,Mid-Value,Female,25,Affluent Customer,Yes,18.0,NSW,"(39.0, 49.0]",8,44.0,3648.33
2029,Mid-Value,Male,10,Mass Customer,No,7.0,QLD,"(19.0, 29.0]",8,29.0,4156.3099999999995
2030,Low-Value,Male,3,High Net Worth,No,15.0,VIC,"(59.0, 69.0]",7,60.0,4622.34
2031,Mid-Value,Male,99,Mass Customer,No,12.0,VIC,"(29.0, 39.0]",8,34.0,1998.35
2032,Mid-Value,Male,98,Mass Customer,Yes,9.0,NSW,"(29.0, 39.0]",8,37.0,978.7599999999998
2033,Mid-Value,Male,36,High Net Worth,No,10.0,NSW,"(39.0, 49.0]",10,49.0,4458.72
2034,Mid-Value,Female,87,Mass Customer,No,8.0,NSW,"(39.0, 49.0]",11,47.0,2438.2599999999998
2035,Low-Value,Male,40,Mass Customer,No,19.0,NSW,"(39.0, 49.0]",7,41.0,1520.86
2036,High-Value,Female,11,Mass Customer,No,17.0,NSW,"(39.0, 49.0]",10,43.0,6770.240000000001
2037,Mid-Value,Male,19,Mass Customer,No,6.0,NSW,"(29.0, 39.0]",3,32.0,2941.0699999999997
2038,Mid-Value,Female,9,Mass Customer,Yes,5.0,VIC,"(59.0, 69.0]",2,61.0,3207.170000000001
2039,Low-Value,Female,38,High Net Worth,Yes,7.0,NSW,"(39.0, 49.0]",8,42.0,2422.46
2040,Low-Value,Male,25,Affluent Customer,Yes,12.0,QLD,"(49.0, 59.0]",9,51.0,1364.0500000000002
2041,Mid-Value,Male,52,Mass Customer,No,17.0,NSW,"(59.0, 69.0]",9,63.0,3799.8600000000006
2042,Mid-Value,Male,65,Mass Customer,No,17.0,VIC,"(49.0, 59.0]",4,52.0,2006.1800000000003
2043,Mid-Value,Female,67,Mass Customer,No,7.0,QLD,"(39.0, 49.0]",6,43.0,3472.24
2044,Mid-Value,Female,84,Mass Customer,Yes,1.0,NSW,"(19.0, 29.0]",12,22.0,3977.45
2045,Mid-Value,Female,15,High Net Worth,No,15.0,NSW,"(29.0, 39.0]",11,36.0,5224.6900000000005
2046,High-Value,Female,3,Mass Customer,Yes,13.0,NSW,"(59.0, 69.0]",8,61.0,9188.769999999999
2047,Low-Value,Female,45,Affluent Customer,Yes,21.0,QLD,"(39.0, 49.0]",7,45.0,1952.5100000000002
2048,Mid-Value,Female,22,High Net Worth,No,13.0,NSW,"(59.0, 69.0]",8,60.0,5517.21
2049,Mid-Value,Male,21,High Net Worth,No,5.0,NSW,"(49.0, 59.0]",8,59.0,4162.97
2050,Mid-Value,Female,22,Mass Customer,Yes,5.0,NSW,"(59.0, 69.0]",10,66.0,2099.3999999999996
2051,Mid-Value,Female,8,Affluent Customer,No,20.0,NSW,"(59.0, 69.0]",12,61.0,6140.659999999999
2052,Mid-Value,Male,5,Mass Customer,Yes,8.0,QLD,"(59.0, 69.0]",3,65.0,3009.8900000000003
2053,Mid-Value,Male,7,Affluent Customer,Yes,11.0,QLD,"(39.0, 49.0]",7,42.0,4941.179999999999
2054,Mid-Value,Male,12,Mass Customer,Yes,22.0,NSW,"(19.0, 29.0]",11,25.0,3000.7000000000003
2055,High-Value,Male,46,High Net Worth,No,7.0,NSW,"(39.0, 49.0]",3,40.0,5563.629999999999
2056,Low-Value,Female,65,High Net Worth,No,22.0,NSW,"(29.0, 39.0]",8,35.0,1028.46
2057,Mid-Value,Female,99,Affluent Customer,Yes,15.0,VIC,"(59.0, 69.0]",8,61.0,5006.98
2058,Mid-Value,Female,99,High Net Worth,No,7.0,QLD,"(39.0, 49.0]",1,43.0,3634.979999999999
2059,Low-Value,Female,21,High Net Worth,No,12.0,VIC,"(39.0, 49.0]",10,44.0,1500.24
2060,High-Value,Female,17,Mass Customer,No,17.0,VIC,"(59.0, 69.0]",9,62.0,5875.139999999999
2061,Mid-Value,Female,71,High Net Worth,No,4.0,QLD,"(29.0, 39.0]",4,38.0,3867.7400000000007
2062,Mid-Value,Male,67,Mass Customer,No,18.0,QLD,"(39.0, 49.0]",7,44.0,3465.4100000000003
2063,Mid-Value,Male,55,Affluent Customer,No,16.0,VIC,"(49.0, 59.0]",12,57.0,1823.0
2064,Mid-Value,Male,99,Mass Customer,Yes,18.0,QLD,"(49.0, 59.0]",3,51.0,3327.0399999999995
2065,Low-Value,Male,66,Mass Customer,Yes,12.0,NSW,"(39.0, 49.0]",9,43.0,2071.89
2066,Mid-Value,Male,91,High Net Worth,Yes,12.0,NSW,"(49.0, 59.0]",9,51.0,2259.29
2067,Mid-Value,Male,81,Mass Customer,No,17.0,NSW,"(39.0, 49.0]",10,41.0,3743.8
2068,Mid-Value,Female,23,High Net Worth,No,8.0,NSW,"(59.0, 69.0]",1,64.0,3933.879999999999
2069,Mid-Value,,32,Mass Customer,Yes,,QLD,,7,,5879.97
2070,High-Value,Female,0,Mass Customer,No,8.0,NSW,"(29.0, 39.0]",7,39.0,6433.749999999999
2071,Mid-Value,Female,69,Mass Customer,No,10.0,VIC,"(39.0, 49.0]",10,43.0,3588.04
2072,High-Value,Female,30,Mass Customer,Yes,9.0,VIC,"(59.0, 69.0]",9,60.0,4136.839999999999
2073,Mid-Value,Female,87,High Net Worth,Yes,10.0,VIC,"(39.0, 49.0]",8,47.0,2487.67
2075,Mid-Value,Female,95,Mass Customer,No,8.0,QLD,"(39.0, 49.0]",4,47.0,2302.54
2076,High-Value,Female,73,Mass Customer,Yes,5.0,VIC,"(49.0, 59.0]",9,51.0,5576.17
2077,Low-Value,Female,67,Mass Customer,Yes,7.0,QLD,"(19.0, 29.0]",8,29.0,2429.7199999999993
2078,Mid-Value,Female,15,Mass Customer,No,3.0,NSW,"(29.0, 39.0]",9,31.0,2175.54
2079,Mid-Value,Female,49,High Net Worth,No,11.0,NSW,"(59.0, 69.0]",10,64.0,2692.83
2080,Mid-Value,Female,15,High Net Worth,No,17.0,NSW,"(59.0, 69.0]",11,61.0,3454.88
2081,Mid-Value,Female,69,Mass Customer,No,13.0,NSW,"(39.0, 49.0]",12,48.0,2531.9599999999996
2082,Mid-Value,Female,38,Affluent Customer,Yes,19.0,NSW,"(39.0, 49.0]",1,41.0,2903.17
2083,Mid-Value,Female,5,Mass Customer,No,4.0,NSW,"(39.0, 49.0]",3,40.0,4106.38
2084,Low-Value,Female,6,Mass Customer,Yes,17.0,QLD,"(29.0, 39.0]",2,34.0,494.61
2085,Mid-Value,Female,83,Mass Customer,No,11.0,VIC,"(59.0, 69.0]",7,64.0,2196.3500000000004
2086,Low-Value,Male,68,High Net Worth,No,1.0,NSW,"(19.0, 29.0]",7,24.0,949.58
2087,Mid-Value,Male,76,Mass Customer,Yes,15.0,VIC,"(49.0, 59.0]",7,51.0,1624.1100000000001
2088,Mid-Value,Male,2,Mass Customer,Yes,14.0,QLD,"(49.0, 59.0]",7,51.0,3125.4399999999996
2089,Low-Value,Male,93,High Net Worth,No,15.0,NSW,"(59.0, 69.0]",9,63.0,119.32
2090,Low-Value,Male,63,Mass Customer,Yes,17.0,NSW,"(49.0, 59.0]",9,56.0,289.37
2091,Low-Value,Female,27,Mass Customer,No,9.0,NSW,"(39.0, 49.0]",3,40.0,2764.6099999999997
2092,Mid-Value,Male,14,High Net Worth,No,18.0,VIC,"(39.0, 49.0]",7,43.0,3651.0300000000007
2093,Mid-Value,Male,94,High Net Worth,No,2.0,NSW,"(19.0, 29.0]",4,21.0,3660.48
2094,Mid-Value,Male,15,Mass Customer,No,16.0,QLD,"(29.0, 39.0]",6,37.0,1368.3699999999997
2095,High-Value,Female,69,Affluent Customer,No,8.0,VIC,"(29.0, 39.0]",9,31.0,6194.3
2096,Mid-Value,Female,74,High Net Worth,Yes,12.0,NSW,"(49.0, 59.0]",8,51.0,4320.42
2097,Mid-Value,Male,38,Mass Customer,No,21.0,QLD,"(29.0, 39.0]",9,32.0,4647.42
2098,Mid-Value,Female,82,High Net Worth,No,16.0,QLD,"(49.0, 59.0]",2,51.0,2293.67
2099,Mid-Value,Male,40,High Net Worth,Yes,19.0,NSW,"(59.0, 69.0]",8,61.0,4576.759999999999
2100,Mid-Value,Male,34,Mass Customer,No,14.0,VIC,"(39.0, 49.0]",9,42.0,2399.56
2101,High-Value,Female,71,Mass Customer,Yes,2.0,VIC,"(19.0, 29.0]",2,23.0,7332.690000000001
2102,Mid-Value,Male,80,Affluent Customer,No,5.0,NSW,"(39.0, 49.0]",12,45.0,3934.9900000000002
2103,High-Value,Male,94,Affluent Customer,No,18.0,NSW,"(39.0, 49.0]",6,45.0,6752.629999999999
2104,Mid-Value,Female,31,Mass Customer,No,11.0,QLD,"(39.0, 49.0]",1,42.0,2341.58
2105,Mid-Value,Male,29,High Net Worth,Yes,6.0,VIC,"(39.0, 49.0]",7,49.0,5155.91
2106,Mid-Value,Male,91,High Net Worth,Yes,13.0,NSW,"(49.0, 59.0]",10,51.0,3249.41
2107,Low-Value,Female,2,Affluent Customer,Yes,4.0,QLD,"(19.0, 29.0]",4,28.0,892.5
2108,Mid-Value,Female,41,Mass Customer,Yes,18.0,QLD,"(29.0, 39.0]",3,35.0,2077.2999999999993
2109,Mid-Value,Female,14,High Net Worth,Yes,18.0,NSW,"(49.0, 59.0]",8,55.0,5263.130000000001
2110,Mid-Value,Male,29,High Net Worth,No,14.0,QLD,"(39.0, 49.0]",6,47.0,2990.36
2111,High-Value,Male,98,Affluent Customer,Yes,12.0,NSW,"(39.0, 49.0]",9,47.0,4790.820000000001
2112,Mid-Value,Female,64,Mass Customer,Yes,6.0,NSW,"(19.0, 29.0]",8,27.0,3696.4300000000003
2113,Mid-Value,Female,91,Affluent Customer,No,17.0,QLD,"(39.0, 49.0]",6,49.0,2989.6400000000003
2114,Mid-Value,Male,78,High Net Worth,No,19.0,NSW,"(59.0, 69.0]",11,66.0,2997.5600000000004
2115,Low-Value,Male,17,Mass Customer,Yes,17.0,VIC,"(39.0, 49.0]",4,45.0,1168.94
2116,Low-Value,Male,81,Affluent Customer,Yes,9.0,VIC,"(39.0, 49.0]",9,42.0,4128.629999999999
2117,Mid-Value,Male,76,Affluent Customer,No,3.0,NSW,"(19.0, 29.0]",12,25.0,2724.75
2118,Mid-Value,Male,29,High Net Worth,No,7.0,NSW,"(39.0, 49.0]",8,42.0,2385.07
2119,Mid-Value,Female,51,Mass Customer,No,17.0,QLD,"(29.0, 39.0]",5,36.0,2795.32
2120,High-Value,Male,80,Mass Customer,No,1.0,NSW,"(19.0, 29.0]",8,24.0,4543.18
2121,High-Value,Female,35,Mass Customer,Yes,22.0,VIC,"(29.0, 39.0]",8,32.0,4204.3
